Product Name,Specifications,Price,MRP,Image URL
Vu cinema TV 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '3 Year Warranty on Product']","₹27,990","₹46,500",https://rukminim1.flixcart.com/image/312/312/k5vcya80/television/2/y/h/vu-43ca-original-imafzgkfchwevdvh.jpeg?q=70
TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X (2022 Model),"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '2 Years Comprehensive Warranty']","₹19,999","₹34,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/x/l/n/-original-imaggz6zrhhg8ht2.jpeg?q=70
TCL 80.04 cm (32 inch) Full HD LED Smart Google TV with Bezel Less & Extra Brightness,"['Operating System: Google TV', 'Full HD 1920 x 1080 Pixels', '2 Years Warranty on Product']","₹13,990","₹23,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/o/f/x/-original-imagnrjvhdgggekk.jpeg?q=70
"Hisense 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 102W JBL 6 Speakers, Dolby Vision and ...","['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty on Product and Panel']","₹39,499","₹69,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/9/8/9/-original-imagjmpmmc3cfwqq.jpeg?q=70
SAMSUNG Crystal 4K 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹29,990","₹52,900",https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/s/q/m/-original-imageq5eptqwxcv8.jpeg?q=70
"MOTOROLA Envision 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Bezel-Less Design, Google V...","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Years Warranty']","₹31,999","₹54,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/f/p/j/-original-imagpa2xnmvnz3rg.jpeg?q=70
Infinix X3IN 109 cm (43 cm) Full HD LED Smart Android TV,"['Operating System: Android', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty']","₹16,999","₹26,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/t/6/p/43x3in-infinix-original-imagpfr839ahxsak.jpeg?q=70
Acer N Series 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,999","₹14,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/t/q/d/ar32nsv53hd-ar32nsv53hd-acer-original-imagkhz9ythtmawz.jpeg?q=70
Thomson R9 60 cm (24 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']","₹6,499","₹10,499",https://rukminim1.flixcart.com/image/312/312/kikluvk0/television/h/8/t/thomson-24tm2490-original-imafybphgnhfwuvp.jpeg?q=70
Vu GloLED 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty']","₹38,999","₹65,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/v/c/4/-original-imaghzmnzdfzqkgt.jpeg?q=70
"Dyanora 60 cm (24 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, (1GB RA...","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹6,999","₹12,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/p/j/-original-imaggstztckgjet4.jpeg?q=70
realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years Warranty on the Display Panel']","₹11,999","₹21,999",https://rukminim1.flixcart.com/image/312/312/kulk9zk0/television/a/k/g/rmv2101-realme-original-imag7zh4etze62zy.jpeg?q=70
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Google TV,"['Operating System: Google TV', 'HD Ready 1366 x 768 Pixels', ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]","₹25,990","₹34,900",https://rukminim1.flixcart.com/image/312/312/l3bx5e80/television/j/i/9/-original-imageh2q8qbajhcn.jpeg?q=70
realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 2 Years Warranty on the Display Panel']","₹11,999","₹21,999",https://rukminim1.flixcart.com/image/312/312/kulk9zk0/television/a/k/g/rmv2101-realme-original-imag7zh4etze62zy.jpeg?q=70
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Google TV,"['Operating System: Google TV', 'HD Ready 1366 x 768 Pixels', ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]","₹25,990","₹34,900",https://rukminim1.flixcart.com/image/312/312/l3bx5e80/television/j/i/9/-original-imageh2q8qbajhcn.jpeg?q=70
"Hisense 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with 102W JBL 6 Speakers, Dolby Vision and ...","['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty on Product and Panel']","₹34,999","₹54,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/i/d/1/-original-imagjmpefgzuw7wy.jpeg?q=70
TOSHIBA V35KP 80 cm (32 inch) HD Ready LED Smart Android TV with DTS Virtual X (2022 Model),"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '2 Years Comprehensive Warranty']","₹11,499","₹24,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/d/i/b/-original-imaggz6zchtvn3zt.jpeg?q=70
BeethoSOL 60 cm (24 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹5,649","₹15,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/l/l/x/-original-imaghy7kyyr9pnrr.jpeg?q=70
"Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹5,799","₹10,999",https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70
iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Bezel-Less Design and Dolb...,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹30,999","₹73,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/4/q/m/-original-imagnvxzkgqp5ubf.jpeg?q=70
KODAK X900 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']","₹7,499","₹15,999",https://rukminim1.flixcart.com/image/312/312/k1fbmvk0pkrrdj/television-refurbished/k/g/y/u-32hdx900s-a-kodak-original-imafbyffckxnqrhw.jpeg?q=70
"Dyanora 60 cm (24 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, Powerfu...","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase from Dyanora']","₹6,749","₹12,499",https://rukminim1.flixcart.com/image/312/312/xif0q/television/x/z/o/-original-imagny7tjrc6zhke.jpeg?q=70
MarQ by Flipkart by Flipkart 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,399","₹17,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/q/d/t/-original-imagpuzagzkegkcr.jpeg?q=70
"MOTOROLA EnvisionX 139.07 cm (55 inch) QLED Ultra HD (4K) Smart Google TV QuantumGlow Technology, Dolb...","['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹35,999","₹59,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/b/f/8/55uhdgqmws5q-motorola-original-imagq2shgv74zrya.jpeg?q=70
OnePlus U1S 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Far field and Dolby Audio,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 year warranty on product and 1 year warranty on panel']","₹61,999","₹69,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/television/u/i/r/u-series-65-u1s-65uc1a00-oneplus-original-imag7xtnmnkyz7je.jpeg?q=70
ONIDA 80 cm (32 inch) HD Ready LED Smart VIDAA TV,"['Operating System: VIDAA', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product']","₹11,999","₹23,490",https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/television/p/8/w/32iv-onida-original-imagd8pe9r52edvc.jpeg?q=70
Blaupunkt Cybersound 80 cm (32 inch) HD Ready LED Smart Android TV with 40W Speaker,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product & 6 Months on Accessories']","₹9,999","₹19,499",https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/r/d/6/-original-imagcppf9wkqyug5.jpeg?q=70
BeethoSOL 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,199","₹17,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/v/e/m/-original-imaghy7kt67kxvhq.jpeg?q=70
Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹46,999","₹62,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/q/z/g/th-55mx660dx-panasonic-original-imagp25rgyvqgpsj.jpeg?q=70
TCL P635 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Bezel-Less Design and Dolby Audio & 2...,"['Operating System: Google TV', 'Ultra HD (4K) 3840 × 2161 Pixels', '2 Year Product Warranty']","₹49,990","₹1,24,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/t/e/w/-original-imagnp45d2djgwwz.jpeg?q=70
SAMSUNG Crystal 4K Neo Series 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,"['Operating System: Tizen', 'Ultra HD (4K) Crystal 4K FE UHD (3840 x 2160) Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹46,990","₹70,900",https://rukminim1.flixcart.com/image/312/312/l47cu4w0/television/v/9/l/-original-imagf5qugwkqdvfg.jpeg?q=70
KODAK 106 cm (42 inch) Full HD LED Smart Android TV with Android 11 and Dolby Digital Plus,"['Operating System: Android', 'Full HD 1080 x 1920 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']","₹16,999","₹28,499",https://rukminim1.flixcart.com/image/312/312/xif0q/television/j/8/8/-original-imagqwzfzqzfgby5.jpeg?q=70
"SENS Pikaso 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV with FluroSENS Panel, Dolby Audio and ...","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel']","₹29,999","₹56,790",https://rukminim1.flixcart.com/image/312/312/xif0q/television/h/l/5/-original-imagpya9ctr5nwvu.jpeg?q=70
"Hisense A6H 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, Dolby Vi...","['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty on Product and Panel']","₹27,999","₹44,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/q/8/z/-original-imagk7sj2wsrecyj.jpeg?q=70
Thomson 9R PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months on Accessories']","₹33,999",,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/television/w/c/z/43path4545bl-43path4545bl-thomson-original-imag7a88xjj5y2dv.jpeg?q=70
"Acer I Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Android 11, 30W Dolby Audio, ME...","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty']","₹32,999","₹47,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/m/n/k/-original-imagkcd9czhrkzrm.jpeg?q=70
Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & 30W Dolby Atmos,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 2 Years Warranty on Panel. OEM warranty activation starts from the date of delivery.']","₹29,999","₹49,999",https://rukminim1.flixcart.com/image/312/312/ksoz53k0/television/c/p/h/l43m6-es-mi-original-imag6774wykv4ps8.jpeg?q=70
BeethoSOL 60 cm (24 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹5,649","₹15,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/l/l/x/-original-imaghy7kyyr9pnrr.jpeg?q=70
"Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹5,799","₹10,999",https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70
SAMSUNG Crystal 4K Pro 146 cm (58 inch) Ultra HD (4K) LED Smart Tizen TV with Voice Search,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹48,490","₹80,900",https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/t/3/k/-original-imageq5ekyzg27wa.jpeg?q=70
MarQ by Flipkart Innoview 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"['Operating System: Android', 'Ultra HD (4K) 3840x2160 Pixels', '1 Year Warranty on Product']","₹17,999","₹34,999",https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/w/y/w/-original-imagbz2cczwh5ync.jpeg?q=70
"Dyanora 60 cm (24 inch) HD Ready LED Smart Android Based TV with Noise Reduction, Android 9.0, Powerfu...","['Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase from Dyanora']","₹6,749","₹12,499",https://rukminim1.flixcart.com/image/312/312/xif0q/television/x/z/o/-original-imagny7tjrc6zhke.jpeg?q=70
MarQ by Flipkart by Flipkart 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,399","₹17,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/q/d/t/-original-imagpuzagzkegkcr.jpeg?q=70
TOSHIBA C350MP 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and REGZA En...,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '2 Years Warranty on Product and Panel']","₹29,999","₹44,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/r/3/e/-original-imagq9g9jdrg3xhj.jpeg?q=70
"Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Google Assistant, HDR 10 and Dolby Aud...","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Domestic Warranty on Product']","₹24,999","₹64,990",https://rukminim1.flixcart.com/image/312/312/kikluvk0/television/e/m/z/coocaa-50s6g-original-imafybrnrucsmcvu.jpeg?q=70
CANDY 80 cm (32 inch) HD Ready LED Smart Android TV,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '2 Years Warranty']","₹10,999","₹19,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/g/w/r/ca32ka72-ca32c9-candy-original-imagzb9ugujhckmw.jpeg?q=70
Nokia 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Sound by Onkyo,"['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product']","₹35,999","₹59,999",https://rukminim1.flixcart.com/image/312/312/kfwvcsw0/television/g/k/z/nokia-55tauhdn-original-imafw8xffqkuzjhu.jpeg?q=70
Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹46,999","₹62,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/q/z/g/th-55mx660dx-panasonic-original-imagp25rgyvqgpsj.jpeg?q=70
BeethoSOL 80 cm (32 inch) HD Ready LED TV,"['HD Ready 1366 x 768 Pixels', '1 Year Warranty']","₹7,199","₹17,000",https://rukminim1.flixcart.com/image/312/312/xif0q/television/v/e/m/-original-imaghy7kt67kxvhq.jpeg?q=70
MarQ By Flipkart 60 cm (24 inch) HD Ready LED TV,"['HD Ready 1366 X 768 Pixels', '1 Year Warranty on Product']","₹5,999","₹14,999",https://rukminim1.flixcart.com/image/312/312/ktyp8cw0/television/l/q/3/24hdndmsvab-marq-original-imag76pxgpuzzefz.jpeg?q=70
SONY 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty']","₹55,990","₹74,900",https://rukminim1.flixcart.com/image/312/312/xif0q/television/r/y/9/-original-imagqy84yhxqra5j.jpeg?q=70
"SENS Pikaso 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV with FluroSENS Panel, Dolby Audio and ...","['Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel']","₹29,999","₹56,790",https://rukminim1.flixcart.com/image/312/312/xif0q/television/h/l/5/-original-imagpya9ctr5nwvu.jpeg?q=70
KODAK 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Dolby Digital Plus,"['Operating System: Android', 'HD Ready 1366 x 768 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']","₹10,499","₹17,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/0/w/6/-original-imagqwzfptkp7cha.jpeg?q=70
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,"['Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel']","₹44,990","₹69,900",https://rukminim1.flixcart.com/image/312/312/l3nco7k0/television/d/7/7/-original-imageq5ek3atjgse.jpeg?q=70
Coocaa 100 cm (40 inch) Full HD LED Smart Coolita TV with Dolby Audio and Eye Care Technology,"['Operating System: Coolita', 'Full HD 1920 x 1080 Pixels', '1 Year Domestic Warranty']","₹14,499","₹39,999",https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/television/e/i/k/-original-imagfpejzvnepwvn.jpeg?q=70
MOTOROLA Revou 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Atmos and Dolby Vision,"['Operating System: Android', 'Ultra HD (4K) 3840 � 2160 Pixels', '1 Year Warranty on Product']","₹25,999","₹49,999",https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/c/s/h/motorola-43sauhdmg-original-imafwc56xph9zduu.jpeg?q=70
Dyanora Sigma 80 cm (32 inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...,"['Operating System: Linux', 'HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹8,299","₹18,499",https://rukminim1.flixcart.com/image/312/312/xif0q/television/1/u/c/-original-imagqh7nqmzkqk4r.jpeg?q=70
Thomson 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision & Dolby Atmos,"['Operating System: Google TV', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']","₹22,999","₹35,999",https://rukminim1.flixcart.com/image/312/312/xif0q/television/s/s/w/43opmaxgt9010-thomson-original-imagpwdudmsuvkwx.jpeg?q=70
KODAK 106 cm (42 inch) Full HD LED Smart Android TV with Android 11 and Dolby Digital Plus,"['Operating System: Android', 'Full HD 1080 x 1920 Pixels', '1 Year Warranty on Product and 6 Months Warranty on Accessories']","₹16,999","₹28,499",https://rukminim1.flixcart.com/image/312/312/xif0q/television/j/8/8/-original-imagqwzfzqzfgby5.jpeg?q=70
LG UQ7500 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition,"['Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.']","₹65,990","₹1,14,990",https://rukminim1.flixcart.com/image/312/312/xif0q/television/n/h/y/-original-imagg24zpbk2h7tx.jpeg?q=70
"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","['HD Ready 1366 x 768 Pixels', '1 Year Manufacturer Warranty from the Date of Purchase']","₹7,299","₹15,999",https://rukminim1.flixcart.com/image/312/312/ktvucnk0/television/8/n/i/dy-ld32h2s-dy-ld32h2s-dyanora-original-imag74htxjzpmafg.jpeg?q=70
